x,y,u,v
575925.0,4710025.0,50.00000000000016,-1750.0
575925.0,4710075.0,50.00000000000016,1750.0
575925.0,4710125.0,150.0,1750.0
575925.0,4710175.0,249.9999999999999,1750.0
575925.0,4710225.0,349.99999999999994,1750.0000000000002
575925.0,4710275.0,449.9999999999999,1750.0
575925.0,4710325.0,549.9999999999999,1750.0000000000002
575925.0,4710375.0,649.9999999999999,1750.0
575925.0,4710425.0,750.0,1750.0
575925.0,4710475.0,850.0000000000003,1749.9999999999998
575925.0,4710525.0,950.0000000000002,1750.0
575925.0,4710575.0,1049.9999999999998,1750.0
575925.0,4710625.0,1150.0,1750.0000000000002
575925.0,4710675.0,1250.0,1749.9999999999998
575925.0,4710725.0,1350.0,1750.0
575925.0,4710775.0,1450.0000000000002,1750.0000000000002
575925.0,4710825.0,1549.9999999999998,1750.0000000000002
575925.0,4710875.0,1650.0,1750.0000000000005
575925.0,4710925.0,1750.0,1750.0
575925.0,4710975.0,1850.0000000000002,1750.0
576225.0,4710025.0,49.99999999999975,-2350.0
576225.0,4710075.0,49.99999999999975,2350.0
576225.0,4710125.0,149.99999999999986,2350.0000000000005
576225.0,4710175.0,249.99999999999997,2350.0
576225.0,4710225.0,350.0000000000002,2350.0
576225.0,4710275.0,450.0000000000002,2350.0
576225.0,4710325.0,550.0000000000001,2349.9999999999995
576225.0,4710375.0,650.0000000000002,2350.0
576225.0,4710425.0,749.9999999999995,2350.0
576225.0,4710475.0,850.0,2350.0
576225.0,4710525.0,949.9999999999998,2350.0
576225.0,4710575.0,1050.0,2350.0
576225.0,4710625.0,1149.9999999999998,2350.0000000000005
576225.0,4710675.0,1250.0000000000002,2350.0
576225.0,4710725.0,1349.9999999999998,2350.0
576225.0,4710775.0,1450.0000000000002,2349.9999999999995
576225.0,4710825.0,1549.9999999999998,2350.0
576225.0,4710875.0,1649.9999999999998,2350.0
576225.0,4710925.0,1750.0000000000002,2350.0000000000005
576225.0,4710975.0,1850.0000000000002,2350.0
576525.0,4710025.0,49.99999999999984,-2950.0
576525.0,4710075.0,49.99999999999984,2950.0
576525.0,4710125.0,150.0000000000002,2950.0
576525.0,4710175.0,249.9999999999997,2949.9999999999995
576525.0,4710225.0,349.9999999999998,2950.0
576525.0,4710275.0,450.0000000000002,2950.0
576525.0,4710325.0,549.9999999999999,2950.0000000000005
576525.0,4710375.0,649.9999999999998,2950.0
576525.0,4710425.0,750.0000000000002,2950.0
576525.0,4710475.0,849.9999999999999,2950.0000000000005
576525.0,4710525.0,950.0000000000003,2950.0
576525.0,4710575.0,1050.0000000000002,2950.0
576525.0,4710625.0,1150.0,2950.0
576525.0,4710675.0,1250.0,2950.0
576525.0,4710725.0,1349.9999999999998,2950.0
576525.0,4710775.0,1450.0,2950.0
576525.0,4710825.0,1549.9999999999998,2950.0000000000005
576525.0,4710875.0,1650.0000000000005,2950.0
576525.0,4710925.0,1749.9999999999995,2950.0
576525.0,4710975.0,1850.0,2950.0000000000005
575075.0,4710025.0,50.00000000000001,150.0
575075.0,4710075.0,50.00000000000001,-150.0
575075.0,4710125.0,150.00000000000003,-150.00000000000003
575075.0,4710175.0,250.0,-150.0
575075.0,4710225.0,350.0,-149.99999999999997
575075.0,4710275.0,450.0,-150.0
575075.0,4710325.0,550.0,-150.0
575075.0,4710375.0,650.0,-150.00000000000003
575075.0,4710425.0,750.0,-150.00000000000003
575075.0,4710475.0,849.9999999999999,-150.0
575075.0,4710525.0,950.0,-150.0
575075.0,4710575.0,1050.0,-150.0
575075.0,4710625.0,1150.0,-149.99999999999997
575075.0,4710675.0,1250.0,-149.99999999999997
575075.0,4710725.0,1350.0,-150.0
575075.0,4710775.0,1450.0,-150.0
575075.0,4710825.0,1550.0,-150.0
575075.0,4710875.0,1650.0,-150.0
575075.0,4710925.0,1750.0,-150.0
575075.0,4710975.0,1850.0,-150.0
575375.0,4710025.0,50.00000000000003,-450.0
575375.0,4710075.0,50.00000000000003,450.0
575375.0,4710125.0,150.0,450.0
575375.0,4710175.0,249.99999999999997,450.0
575375.0,4710225.0,350.0,450.00000000000006
575375.0,4710275.0,450.00000000000006,450.00000000000006
575375.0,4710325.0,550.0,450.0
575375.0,4710375.0,650.0000000000001,450.00000000000006
575375.0,4710425.0,750.0,450.0
575375.0,4710475.0,850.0,450.0
575375.0,4710525.0,950.0,450.0
575375.0,4710575.0,1050.0,449.99999999999994
575375.0,4710625.0,1150.0,450.0
575375.0,4710675.0,1250.0,450.00000000000006
575375.0,4710725.0,1350.0,450.00000000000006
575375.0,4710775.0,1450.0,450.0000000000001
575375.0,4710825.0,1550.0,450.00000000000006
575375.0,4710875.0,1650.0000000000002,449.99999999999994
575375.0,4710925.0,1750.0,450.0
575375.0,4710975.0,1850.0,450.0
575675.0,4710025.0,50.00000000000001,-1050.0
575675.0,4710075.0,50.00000000000001,1050.0
575675.0,4710125.0,149.99999999999994,1050.0
575675.0,4710175.0,250.00000000000009,1050.0
575675.0,4710225.0,350.0,1049.9999999999998
575675.0,4710275.0,450.0,1050.0
575675.0,4710325.0,550.0000000000001,1050.0
575675.0,4710375.0,649.9999999999999,1050.0000000000002
575675.0,4710425.0,750.0,1049.9999999999998
575675.0,4710475.0,850.0,1050.0
575675.0,4710525.0,949.9999999999999,1050.0
575675.0,4710575.0,1050.0,1050.0
575675.0,4710625.0,1150.0,1050.0
575675.0,4710675.0,1250.0,1050.0
575675.0,4710725.0,1350.0,1049.9999999999998
575675.0,4710775.0,1450.0,1050.0
575675.0,4710825.0,1549.9999999999998,1050.0
575675.0,4710875.0,1650.0,1050.0
575675.0,4710925.0,1750.0,1050.0
575675.0,4710975.0,1850.0000000000002,1050.0
575975.0,4710025.0,50.00000000000017,-1650.0
575975.0,4710075.0,50.00000000000017,1650.0
575975.0,4710125.0,150.00000000000014,1650.0
575975.0,4710175.0,249.99999999999991,1650.0
575975.0,4710225.0,350.00000000000017,1650.0
575975.0,4710275.0,449.99999999999994,1650.0000000000002
575975.0,4710325.0,550.0,1650.0
575975.0,4710375.0,650.0000000000002,1650.0
575975.0,4710425.0,750.0000000000001,1649.9999999999998
575975.0,4710475.0,850.0000000000001,1650.0
575975.0,4710525.0,950.0,1650.0000000000002
575975.0,4710575.0,1050.0,1650.0
575975.0,4710625.0,1150.0,1650.0
575975.0,4710675.0,1250.0000000000002,1650.0
575975.0,4710725.0,1350.0,1650.0
575975.0,4710775.0,1449.9999999999998,1650.0
575975.0,4710825.0,1550.0,1650.0
575975.0,4710875.0,1650.0000000000002,1650.0000000000002
575975.0,4710925.0,1750.0,1650.0
575975.0,4710975.0,1850.0,1650.0
576275.0,4710025.0,50.000000000000156,-2250.0
576275.0,4710075.0,50.000000000000156,2250.0
576275.0,4710125.0,150.00000000000006,2250.0
576275.0,4710175.0,250.00000000000014,2250.0
576275.0,4710225.0,349.9999999999997,2250.0
576275.0,4710275.0,449.99999999999994,2250.0000000000005
576275.0,4710325.0,549.9999999999999,2249.9999999999995
576275.0,4710375.0,649.9999999999999,2250.0
576275.0,4710425.0,750.0,2250.0
576275.0,4710475.0,850.0,2250.0000000000005
576275.0,4710525.0,950.0000000000003,2250.0
576275.0,4710575.0,1049.9999999999998,2250.0
576275.0,4710625.0,1150.0000000000002,2250.0
576275.0,4710675.0,1250.0,2250.0000000000005
576275.0,4710725.0,1349.9999999999998,2250.0
576275.0,4710775.0,1450.0,2250.0
576275.0,4710825.0,1550.0,2250.0
576275.0,4710875.0,1650.0000000000002,2250.0
576275.0,4710925.0,1750.0,2250.0
576275.0,4710975.0,1849.9999999999998,2250.0
576575.0,4710025.0,49.99999999999972,-2850.0
576575.0,4710075.0,49.99999999999972,2850.0
576575.0,4710125.0,150.0000000000002,2850.0
576575.0,4710175.0,250.0000000000001,2849.9999999999995
576575.0,4710225.0,350.00000000000034,2850.0
576575.0,4710275.0,449.9999999999998,2850.0
576575.0,4710325.0,549.9999999999998,2850.0000000000005
576575.0,4710375.0,649.9999999999999,2850.0
576575.0,4710425.0,749.9999999999999,2849.9999999999995
576575.0,4710475.0,850.0000000000001,2850.0
576575.0,4710525.0,950.0,2850.0
576575.0,4710575.0,1049.9999999999995,2850.0
576575.0,4710625.0,1150.0,2850.0
576575.0,4710675.0,1249.9999999999998,2849.9999999999995
576575.0,4710725.0,1350.0000000000002,2850.0
576575.0,4710775.0,1450.0000000000002,2850.0
576575.0,4710825.0,1550.0000000000002,2850.0
576575.0,4710875.0,1650.0,2850.0
576575.0,4710925.0,1750.0,2850.0000000000005
576575.0,4710975.0,1850.0,2850.0
575125.0,4710025.0,49.999999999999986,250.00000000000003
575125.0,4710075.0,49.999999999999986,-250.00000000000003
575125.0,4710125.0,149.99999999999997,-250.0
575125.0,4710175.0,250.00000000000003,-250.00000000000003
575125.0,4710225.0,350.0,-250.00000000000003
575125.0,4710275.0,450.0,-249.99999999999997
575125.0,4710325.0,550.0,-250.0
575125.0,4710375.0,650.0,-250.00000000000003
575125.0,4710425.0,750.0,-250.00000000000003
575125.0,4710475.0,849.9999999999999,-250.0
575125.0,4710525.0,949.9999999999999,-249.99999999999994
575125.0,4710575.0,1050.0,-249.99999999999997
575125.0,4710625.0,1150.0,-250.0
575125.0,4710675.0,1250.0,-250.00000000000003
575125.0,4710725.0,1350.0,-250.0
575125.0,4710775.0,1450.0,-250.00000000000003
575125.0,4710825.0,1550.0,-249.99999999999997
575125.0,4710875.0,1650.0,-249.99999999999997
575125.0,4710925.0,1750.0,-250.0
575125.0,4710975.0,1850.0000000000002,-250.00000000000003
575425.0,4710025.0,49.99999999999998,-350.00000000000006
575425.0,4710075.0,49.99999999999998,350.00000000000006
575425.0,4710125.0,150.0,350.0
575425.0,4710175.0,250.00000000000003,349.99999999999994
575425.0,4710225.0,350.00000000000006,350.00000000000006
575425.0,4710275.0,450.00000000000006,349.99999999999994
575425.0,4710325.0,550.0,350.0
575425.0,4710375.0,650.0,349.99999999999994
575425.0,4710425.0,750.0,350.0
575425.0,4710475.0,850.0000000000001,350.0
575425.0,4710525.0,950.0,349.99999999999994
575425.0,4710575.0,1049.9999999999998,350.0
575425.0,4710625.0,1149.9999999999998,349.99999999999994
575425.0,4710675.0,1249.9999999999998,350.0
575425.0,4710725.0,1350.0,350.0
575425.0,4710775.0,1450.0,350.0
575425.0,4710825.0,1550.0,350.0
575425.0,4710875.0,1650.0,350.0
575425.0,4710925.0,1750.0,350.00000000000006
575425.0,4710975.0,1850.0,350.00000000000006
575725.0,4710025.0,50.00000000000007,-950.0
575725.0,4710075.0,50.00000000000007,950.0
575725.0,4710125.0,149.99999999999991,950.0
575725.0,4710175.0,249.99999999999994,949.9999999999999
575725.0,4710225.0,349.9999999999999,950.0
575725.0,4710275.0,450.00000000000006,950.0
575725.0,4710325.0,549.9999999999999,949.9999999999999
575725.0,4710375.0,650.0,950.0
575725.0,4710425.0,750.0,949.9999999999999
575725.0,4710475.0,850.0,950.0000000000001
575725.0,4710525.0,950.0,950.0
575725.0,4710575.0,1050.0,950.0
575725.0,4710625.0,1150.0,949.9999999999999
575725.0,4710675.0,1250.0,950.0
575725.0,4710725.0,1350.0,950.0
575725.0,4710775.0,1450.0000000000002,950.0
575725.0,4710825.0,1550.0,950.0
575725.0,4710875.0,1650.0,950.0
575725.0,4710925.0,1750.0,950.0
575725.0,4710975.0,1850.0,949.9999999999999
576025.0,4710025.0,49.99999999999984,-1550.0
576025.0,4710075.0,49.99999999999984,1550.0
576025.0,4710125.0,149.99999999999997,1550.0
576025.0,4710175.0,249.99999999999994,1550.0
576025.0,4710225.0,349.99999999999994,1550.0
576025.0,4710275.0,449.99999999999994,1550.0
576025.0,4710325.0,549.9999999999998,1550.0
576025.0,4710375.0,649.9999999999999,1550.0
576025.0,4710425.0,750.0,1550.0
576025.0,4710475.0,850.0000000000001,1550.0
576025.0,4710525.0,950.0,1550.0
576025.0,4710575.0,1050.0,1550.0
576025.0,4710625.0,1150.0,1550.0
576025.0,4710675.0,1250.0,1550.0
576025.0,4710725.0,1350.0,1550.0
576025.0,4710775.0,1450.0000000000002,1550.0
576025.0,4710825.0,1550.0,1550.0
576025.0,4710875.0,1650.0,1550.0
576025.0,4710925.0,1749.9999999999998,1550.0
576025.0,4710975.0,1849.9999999999998,1550.0
576325.0,4710025.0,50.00000000000008,-2150.0
576325.0,4710075.0,50.00000000000008,2150.0
576325.0,4710125.0,149.99999999999991,2150.0
576325.0,4710175.0,249.99999999999997,2150.0
576325.0,4710225.0,349.9999999999998,2150.0
576325.0,4710275.0,449.99999999999994,2150.0
576325.0,4710325.0,550.0000000000001,2150.0
576325.0,4710375.0,649.9999999999998,2150.0
576325.0,4710425.0,749.9999999999999,2150.0
576325.0,4710475.0,850.0000000000002,2150.0
576325.0,4710525.0,949.9999999999999,2150.0
576325.0,4710575.0,1050.0000000000005,2150.0
576325.0,4710625.0,1149.9999999999998,2150.0000000000005
576325.0,4710675.0,1249.9999999999998,2150.0
576325.0,4710725.0,1349.9999999999998,2150.0
576325.0,4710775.0,1450.0,2150.0
576325.0,4710825.0,1550.0000000000002,2150.0
576325.0,4710875.0,1650.0000000000002,2150.0
576325.0,4710925.0,1750.0,2150.0
576325.0,4710975.0,1850.0,2149.9999999999995
576625.0,4710025.0,49.99999999999985,-2750.0
576625.0,4710075.0,49.99999999999985,2750.0
576625.0,4710125.0,149.99999999999974,2750.0
576625.0,4710175.0,250.00000000000023,2750.0
576625.0,4710225.0,349.9999999999998,2750.0
576625.0,4710275.0,450.00000000000017,2750.0
576625.0,4710325.0,549.9999999999999,2750.0000000000005
576625.0,4710375.0,650.0000000000001,2750.0
576625.0,4710425.0,750.0,2750.0
576625.0,4710475.0,850.0000000000002,2750.0
576625.0,4710525.0,950.0000000000001,2749.9999999999995
576625.0,4710575.0,1049.9999999999995,2750.0
576625.0,4710625.0,1150.0000000000002,2750.0
576625.0,4710675.0,1250.0,2749.9999999999995
576625.0,4710725.0,1350.0,2750.0
576625.0,4710775.0,1450.0000000000002,2749.9999999999995
576625.0,4710825.0,1550.0000000000002,2750.0
576625.0,4710875.0,1650.0,2750.0
576625.0,4710925.0,1750.0000000000002,2750.0
576625.0,4710975.0,1850.0,2750.0000000000005
575175.0,4710025.0,49.99999999999998,350.00000000000006
575175.0,4710075.0,49.99999999999998,-350.00000000000006
575175.0,4710125.0,150.0,-350.0
575175.0,4710175.0,250.00000000000003,-349.99999999999994
575175.0,4710225.0,350.00000000000006,-350.00000000000006
575175.0,4710275.0,450.00000000000006,-349.99999999999994
575175.0,4710325.0,550.0,-350.0
575175.0,4710375.0,650.0,-349.99999999999994
575175.0,4710425.0,750.0,-350.0
575175.0,4710475.0,850.0000000000001,-350.0
575175.0,4710525.0,950.0,-349.99999999999994
575175.0,4710575.0,1049.9999999999998,-350.0
575175.0,4710625.0,1149.9999999999998,-349.99999999999994
575175.0,4710675.0,1249.9999999999998,-350.0
575175.0,4710725.0,1350.0,-350.0
575175.0,4710775.0,1450.0,-350.0
575175.0,4710825.0,1550.0,-350.0
575175.0,4710875.0,1650.0,-350.0
575175.0,4710925.0,1750.0,-350.00000000000006
575175.0,4710975.0,1850.0,-350.00000000000006
575475.0,4710025.0,49.999999999999986,-250.00000000000003
575475.0,4710075.0,49.999999999999986,250.00000000000003
575475.0,4710125.0,149.99999999999997,250.0
575475.0,4710175.0,250.00000000000003,250.00000000000003
575475.0,4710225.0,350.0,250.00000000000003
575475.0,4710275.0,450.0,249.99999999999997
575475.0,4710325.0,550.0,250.0
575475.0,4710375.0,650.0,250.00000000000003
575475.0,4710425.0,750.0,250.00000000000003
575475.0,4710475.0,849.9999999999999,250.0
575475.0,4710525.0,949.9999999999999,249.99999999999994
575475.0,4710575.0,1050.0,249.99999999999997
575475.0,4710625.0,1150.0,250.0
575475.0,4710675.0,1250.0,250.00000000000003
575475.0,4710725.0,1350.0,250.0
575475.0,4710775.0,1450.0,250.00000000000003
575475.0,4710825.0,1550.0,249.99999999999997
575475.0,4710875.0,1650.0,249.99999999999997
575475.0,4710925.0,1750.0,250.0
575475.0,4710975.0,1850.0000000000002,250.00000000000003
575775.0,4710025.0,49.99999999999993,-849.9999999999999
575775.0,4710075.0,49.99999999999993,849.9999999999999
575775.0,4710125.0,149.99999999999997,849.9999999999999
575775.0,4710175.0,249.99999999999994,849.9999999999999
575775.0,4710225.0,350.0,850.0000000000001
575775.0,4710275.0,450.00000000000006,850.0
575775.0,4710325.0,550.0,850.0000000000001
575775.0,4710375.0,650.0000000000001,850.0000000000001
575775.0,4710425.0,749.9999999999999,849.9999999999999
575775.0,4710475.0,850.0,850.0
575775.0,4710525.0,950.0,850.0000000000001
575775.0,4710575.0,1050.0,850.0
575775.0,4710625.0,1150.0,849.9999999999999
575775.0,4710675.0,1250.0,850.0
575775.0,4710725.0,1350.0,850.0
575775.0,4710775.0,1450.0,850.0
575775.0,4710825.0,1550.0,850.0
575775.0,4710875.0,1650.0,850.0
575775.0,4710925.0,1750.0,850.0
575775.0,4710975.0,1850.0,850.0
576075.0,4710025.0,50.0,-1450.0
576075.0,4710075.0,50.0,1450.0
576075.0,4710125.0,150.00000000000006,1450.0
576075.0,4710175.0,249.99999999999994,1450.0
576075.0,4710225.0,349.9999999999999,1450.0
576075.0,4710275.0,449.99999999999983,1450.0
576075.0,4710325.0,550.0,1450.0
576075.0,4710375.0,650.0000000000001,1450.0
576075.0,4710425.0,749.9999999999999,1450.0000000000002
576075.0,4710475.0,850.0,1450.0
576075.0,4710525.0,950.0,1450.0000000000002
576075.0,4710575.0,1050.0,1450.0
576075.0,4710625.0,1150.0,1450.0
576075.0,4710675.0,1250.0,1449.9999999999998
576075.0,4710725.0,1350.0,1450.0
576075.0,4710775.0,1450.0000000000002,1450.0000000000002
576075.0,4710825.0,1550.0000000000002,1450.0
576075.0,4710875.0,1649.9999999999998,1450.0
576075.0,4710925.0,1750.0,1450.0000000000002
576075.0,4710975.0,1850.0000000000002,1450.0000000000002
576375.0,4710025.0,50.0,-2050.0
576375.0,4710075.0,50.0,2050.0
576375.0,4710125.0,149.9999999999999,2050.0
576375.0,4710175.0,249.9999999999999,2050.0
576375.0,4710225.0,349.9999999999998,2050.0
576375.0,4710275.0,449.99999999999994,2050.0
576375.0,4710325.0,550.0000000000001,2050.0
576375.0,4710375.0,649.9999999999999,2050.0
576375.0,4710425.0,750.0000000000002,2050.0
576375.0,4710475.0,849.9999999999999,2050.0
576375.0,4710525.0,950.0000000000001,2049.9999999999995
576375.0,4710575.0,1050.0,2050.0
576375.0,4710625.0,1150.0000000000002,2050.0
576375.0,4710675.0,1249.9999999999998,2050.0
576375.0,4710725.0,1350.0,2049.9999999999995
576375.0,4710775.0,1450.0,2050.0
576375.0,4710825.0,1550.0,2050.0
576375.0,4710875.0,1650.0000000000002,2050.0
576375.0,4710925.0,1749.9999999999998,2050.0
576375.0,4710975.0,1849.9999999999998,2050.0
576675.0,4710025.0,49.999999999999964,-2650.0000000000005
576675.0,4710075.0,49.999999999999964,2650.0000000000005
576675.0,4710125.0,149.99999999999974,2650.0
576675.0,4710175.0,250.0000000000001,2650.0
576675.0,4710225.0,349.99999999999994,2650.0
576675.0,4710275.0,450.00000000000017,2650.0
576675.0,4710325.0,549.9999999999998,2650.0000000000005
576675.0,4710375.0,649.9999999999998,2650.0
576675.0,4710425.0,749.9999999999999,2650.0000000000005
576675.0,4710475.0,849.9999999999998,2650.0
